Name: Odin|63E6C2B6-4A8E-869C-3D4C-E38355226584:ID
Name: Glitchpop Dagger|DDC025B2-475F-889A-2800-80B4215582BC:ID
Name: Glitchpop Axe|F0C42E14-4A92-132D-DFD4-CBBEF103340C:ID
Name: Terminus A Quo|1B8DE6D7-4F37-7170-ACD7-E78829F7959A:ID
Name: Caeruleus|CD6CE089-43FA-C4DC-3F8F-0391CB604B5D:ID
Name: Blade of Chaos|6E0496C1-4C98-7ABE-16C4-7CA3653E5CD8:ID
Name: Elderflame Dagger|94B40026-4EFB-39EA-69D7-FCA60BE39C56:ID
Name: Singularity Knife|151EE26C-4E82-E7CA-DAD1-099E7FB34774:ID
Name: Blade of Serket|6417E12D-4F03-13D4-8704-20BF3A1BCB5B:ID
Name: Songsteel|45129867-4977-E2A5-BEAD-CB828101B623:ID
Name: VCT LOCK//IN Misericórdia|9A98F7DD-426C-603E-0569-E9B317C25EE4:ID
Name: Hivemind Sword|24CF2882-48C7-F287-155A-A4B6B083BAA4:ID
Name: Venturi Knife|2640E9A6-415F-4C3E-CAC0-16A24EDB41C0:ID
Name: Forsaken Ritual Blade|ED792F00-43A7-CC88-B64B-B78C9DE399A1:ID
Name: Velocity Karambit|CCDE2F25-4525-EF52-E1F0-BD88184BD4A4:ID
Name: Ruin Dagger|9C350EBE-458B-E6ED-AB77-2FB00CF249C1:ID
Name: .SYS Melee|C8B926DF-4554-1B07-5A43-A9850BAFCA96:ID
Name: Soulstrife Scythe|DFE96F5A-4BE0-C3F4-8E31-7F962BCA2ADE:ID
Name: Prime Axe|E100DFF1-4CF5-54EC-AA65-6FADBC22973B:ID
Name: Prime//2.0 Karambit|9237E734-4A2A-38AE-7438-6CBEE901877D:ID
Name: Outpost Melee|908BE835-43BC-B728-35A4-0FA91F612CC0:ID
Name: Black.Market Butterfly Knife|9B6D0E3D-43EB-E9D5-4069-2194E02D6E6E:ID
Name: Bound |82FBFA4C-4BAC-A6DA-C5ED-00898E83637F:ID
Name: Prism Knife|6FA830C2-4924-87B2-1510-2FA4FBDCA1DB:ID
Name: Prism III Axe|0C07C7F3-4532-BC57-D474-26B3B39A38E6:ID
Name: Broken Blade of the Ruined King|B1E9530D-4618-4F2E-1B75-F1A90C91B19E:ID
Name: Kingdom Knife|F82AA022-4A6C-FA40-105D-92AF6510AE1B:ID
Name: K/TAC Blade|83E8641B-41D0-821D-5EEB-5999E9294A0C:ID
Name: Equilibrium|2E4300F9-49B3-6BBE-AF7C-94A6F56FF12E:ID
Name: Smite Knife|46163791-47B9-2EF0-D255-AAA5146051BB:ID
Name: Catrina|8E760310-4D95-354B-A910-049EAA4D2FC6:ID
Name: Iridian Thorn Blade|16DA5CCA-49BC-2516-8EE6-C98D93E2D911:ID
Name: Celestial Fan|7D45AAAD-4AC9-77B1-E7CA-3991BE5721DD:ID
Name: Luxe Knife|4AF88517-4949-9CAA-9DDA-1980F07202A4:ID
Name: Magepunk Electroblade|C18E781E-40A0-80E6-256A-54AE7355E7EB:ID
Name: Magepunk Shock Gauntlet|59F627F1-42F3-670D-5323-3499C2913289:ID
Name: Spline Dagger|F6CFD500-4EAB-3C1D-9EEB-188E90731692:ID
Name: Crimsonbeast Hammer|EC04E1A4-4067-BB9C-C18B-46A80E5F3F1F:ID
Name: Genesis Arc|3209E2AF-4703-088B-EBEF-8DA89B4CEF87:ID
Name: Ion Energy Sword|46664F5B-49CA-3E09-4FE5-56BDEF536335:ID
Name: Ion Karambit|A590C03A-43B1-A408-4C6B-0BB9FDDA1570:ID
Name: Oni Claw|206FC3FE-45A0-6C19-C367-229B98B6A2AA:ID
Name: Onimaru Kunitsuna|4E7342A5-4820-2D79-A488-0FA51A4357F7:ID
Name: Cryostasis Impact Drill|FEB4EB97-4AB3-793A-9A92-1B8AF59DC023:ID
Name: Artisan Foil|C39F405F-42F1-ACD1-A350-D3AF39C32E33:ID
Name: Personal Administrative Melee Unit|239ED20B-479C-E08E-C4B5-6BA0394576D4:ID
Name: Luna's Descent|07409307-46CC-98DB-EC92-CEB04A865F73:ID
Name: Random Favorite Skin|B5F42A00-425A-6FDF-61AF-BB9A564C3D79:ID
Name: Gravitational Uranium Neuroblaster Baton|0357CAF1-41A9-CB1C-C080-38AAB13D9A7E:ID
Name: Relic of the Sentinel|6FD8CC46-48B3-F02C-46E3-CBA372E7A328:ID
Name: Snowfall Wand|52A1647C-42D9-B40E-16CF-A7821566AD81:ID
Name: Reaver Knife|0AECB2B8-49CC-560E-42C7-6CBCE44F05CF:ID
Name: Reaver Karambit|B73D7B16-4652-BC5B-5C4C-068AABB19D0A:ID
Name: Pro
